1	0.19318098657661015
2	0.10806598638494809
3	0.10416095538271798
4	0.05685796940492259
5	0.03189047136240535
6	0.030430240142676566
7	0.03500605229702261
8	0.03582364341451062
9	0.030618222016427252
10	0.04335520209537612
11	0.04097213616801633
12	0.035545281858907804
13	0.01918229998813735
14	0.01681560164110528
15	0.019944109333058197
16	0.01498997506375114
17	0.015905714852528438
18	0.014343710409270393
19	0.01975555717945099
20	0.01594430534169078
21	0.013800510929690467
22	0.015330648411893182
23	0.011537182869182693
24	0.01554186533515652
25	0.014146313847353062
26	0.017137103921009436
27	0.016567410849448707
28	0.011070065821210543
29	0.01612634744702114
30	0.014664847817685869
31	0.011563765919870801
32	0.013275552929068605
33	0.012106389583398899
34	0.010049074991709657
35	0.008816368826147582
36	0.014750993526023295
37	0.009563149573902288
38	0.009538100618455145
39	0.014451309831606017
40	0.014766362961381674
41	0.013338106477426158
42	0.014210088385476006
43	0.01616214867681265
44	0.013251752747843662
45	0.012885928878353702
46	0.012567233889260225
47	0.010466421540412638
48	0.01373923828618394
49	0.01254375491084324
50	0.010142811367081271
